PERSONNUM,ENTEREDONDTM,EVENTDATE,STARTDTM,ENDDTM,ORIGINALDATE,TIMEINSECONDS,DURATIONINSECONDS,MONEYAMOUNT,PAYCODENAME,LABORLEVELNAME1,LABORLEVELNAME2,LABORLEVELNAME3,LABORLEVELNAME4,LABORLEVELNAME5,LABORLEVELNAME6,LABORLEVELNAME7,FROMPAYCODENAME,FROMLABORLEVELNM1,FROMLABORLEVELNM2,FROMLABORLEVELNM3,FROMLABORLEVELNM4,FROMLABORLEVELNM5,FROMLABORLEVELNM6,FROMLABORLEVELNM7,WORKRULENAME,DEDUCTRULENAME,HOLIDAYNAME,TIMESHEETITEMTYPE,OVERRIDETYPE,STARTREASON,ENDREASON,PAIDSW,IMPACTSACCRUALSSW,HASCOMMENTSW,EXCEPTIONSW,CANCELDEDUCTSW,SCHEDWORKRULESW,CURRPAYPERIODSTART,CURRPAYPERIODEND,PREVPAYPERIODSTART,PREVPAYPERIODEND,NEXTPAYPERIODSTART,NEXTPAYPERIODEND,EMPLOYEEID,TIMESHEETITEMID,HOLIDAYID,TMSHTITEMTYPEID,PAYCODEID,DATASOURCEID,STARTPUNCHEVENTID,ENDPUNCHEVENTID,PERSONID,CLIENTUSERNAME,FUNCTIONCODE,DEVICENAME,ADDTOTCETOTSW,FROMADDTOTCETOTSW,VISIBLEINTCSCHEDSW,FUNCTAREAID
17104,9/29/16 17:10,9/30/16 0:00,,,,14400,14400,,Mgmt Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5115192,,20,161,127672,,,667,17104,E,10.10.11.31,1,,1,2
17104,9/29/16 17:10,9/30/16 0:00,,,,14400,14400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5115195,,20,262,127672,,,667,17104,E,10.10.11.31,1,,1,2
17104,10/14/16 10:02,10/3/16 0:00,10/3/16 9:00,,,25200,25200,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135899,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/14/16 10:02,10/4/16 0:00,10/4/16 11:00,,,18000,18000,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135900,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/14/16 10:02,10/6/16 0:00,10/6/16 9:00,,,25200,25200,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135902,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/14/16 10:00,10/11/16 0:00,10/11/16 13:00,,,10800,10800,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135889,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/14/16 10:00,10/12/16 0:00,10/12/16 13:00,,,10800,10800,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135888,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/14/16 10:00,10/13/16 0:00,10/13/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5135887,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/28/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216497,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/28/16 0:00,11/28/16 7:00,,,28800,28800,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216535,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/29/16 0:00,11/29/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216494,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/29/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216495,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/30/16 0:00,11/30/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216492,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,11/30/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216493,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/1/16 0:00,12/1/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216490,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/1/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216491,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/5/16 0:00,12/5/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216513,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/5/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216514,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/6/16 0:00,12/6/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216509,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/6/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216510,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/7/16 0:00,12/7/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216511,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/7/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216512,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/8/16 0:00,12/8/16 7:00,,,32400,32400,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216515,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/8/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216516,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/9/16 0:00,12/9/16 8:00,,,28800,28800,,,34,161,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216517,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,12/12/16 8:07,12/9/16 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5216518,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/20/17 0:00,3/20/17 14:00,,,7200,7200,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364571,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/20/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364573,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/20/17 0:00,3/20/17 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364574,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/21/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364565,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/21/17 0:00,3/21/17 12:00,,,14400,14400,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364576,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/21/17 0:00,3/21/17 7:00,,,18000,18000,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364577,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/22/17 0:00,3/22/17 11:00,,,18000,18000,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364555,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/22/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364557,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/22/17 0:00,3/22/17 7:00,,,14400,14400,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364558,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/23/17 0:00,3/23/17 14:00,,,7200,7200,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364578,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/23/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364580,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/23/17 0:00,3/23/17 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364581,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/27/17 0:00,3/27/17 14:00,,,7200,7200,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364568,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/27/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364570,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/27/17 0:00,3/27/17 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364575,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/28/17 0:00,3/28/17 14:00,,,7200,7200,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364560,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/28/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364562,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/28/17 0:00,3/28/17 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364567,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/29/17 0:00,3/29/17 11:00,,,18000,18000,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364552,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/29/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364554,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/29/17 0:00,3/29/17 7:00,,,14400,14400,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364559,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/30/17 0:00,3/30/17 14:00,,,7200,7200,,,34,202,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364582,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/30/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364584,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/30/17 0:00,3/30/17 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364585,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,3/30/17 16:58,3/31/17 0:00,,,,28800,28800,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364549,,20,262,127672,,,667,17104,E,10.10.11.31,1,,1,2
17104,3/30/17 16:58,3/31/17 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5364551,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/16/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925236,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/16/18 0:00,4/16/18 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925241,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/17/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925234,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/17/18 0:00,4/17/18 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925242,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/18/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925238,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/18/18 0:00,4/18/18 7:00,,,21600,21600,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925278,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/19/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925224,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/19/18 0:00,4/19/18 7:00,,,14400,14400,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925257,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/23/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925338,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/23/18 0:00,4/23/18 7:00,,,18000,18000,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925349,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/24/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925340,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/24/18 0:00,4/24/18 7:00,,,18000,18000,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925350,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/25/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925336,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/25/18 0:00,4/25/18 7:00,,,21600,21600,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925351,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/26/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925342,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/26/18 0:00,4/26/18 7:00,,,14400,14400,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925352,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,4/30/18 8:23,4/27/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,5925388,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/1/18 0:00,10/1/18 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153503,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/1/18 0:00,10/1/18 14:00,,,7200,7200,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153507,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/1/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153516,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/2/18 0:00,10/2/18 7:00,,,28800,28800,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153504,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/2/18 0:00,10/2/18 15:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153508,,30,,127672,,,667,17104,E,10.10.11.31,,,,2
17104,10/9/18 16:06,10/2/18 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6153514,,1,,127672,,,667,17104,E,10.10.11.31,,,,2
